crs_id,project_title,short_description,long_description,purpose_name,PAF determination,PAF confidence ML
2020015645,Generating Anticipatory Measures for Better Utilization of Tropical Peatlands (GAMBUT),GENERATING ANTICIPATORY MEASURES FOR BETTER UTILIZATION OF TROPICAL PEATLANDS (GAMBUT),"The Generating Anticipatory Measures for Better Utilization of Tropical Peat lands (GAMBUT) is a $2 million USAID/Indonesia project designed to systematically reduce and mitigate peat fires. USAID is working in partnership with the United Nations Office for REDD+ Coordination in Indonesia (UNORCID). The project will work to reduce the number of burning fires, or 'hotspots', and consequently, reduced haze impacts and greenhouse gas emissions from those areas. The project will use the Sustainable Landscapes indicators on GHG reductions, as well as increased number of institutions with improved capacity to reduce emission.~",Multi-hazard response preparedness,Review,0.012372225522995
2018000673,Risk mapping South department UNDP,RISK MAPPING SOUTH DEPARTMENT UNDP,Improved technical competence to local decision makers in risk reduction in the South department and a developed risk mapping for use of institutions and local actors.,Disaster Risk Reduction,Review,0.0122940391302109
2020002980,COVID-19 Fiscal Response Program,COVID-19 FISCAL RESPONSE PROGRAM,"Vanuatu has avoided an outbreak of the coronavirus disease (COVID-19) through decisive early action to close borders and adopt prevention and containment measures. As of 12 November 2020, the country had only one confirmed case of COVID-19 contained in quarantine after being identified from a repatriation flight. Vanuatu's efforts to prevent the spread of COVID-19 have come at significant economic and social costs. The program will help finance the implementation of the government's countercyclical response, which is anchored on the Health Preparedness and Response Plan (HPRP) and the Economic Stimulus Program (ESP), to mitigate the socioeconomic consequences of COVID-19. The proposed program is aligned with four operational priorities of the Asian Development Bank (ADB) Strategy 2030—(i) addressing remaining poverty and addressing inequalities, (ii) accelerating progress in gender equality, (iii) strengthening governance and institutional capacity, and (iv) promoting rural development and food security. It is also aligned with the Pacific Approach priority of managing risks and building resilience by strengthening the health and agriculture sectors. Vanuatu meets all the CPRO access criteria.",Public finance management (PFM),Review,0.0110395969823003
2020002980,COVID-19 Fiscal Response Program,COVID-19 FISCAL RESPONSE PROGRAM,"Vanuatu has avoided an outbreak of the coronavirus disease (COVID-19) through decisive early action to close borders and adopt prevention and containment measures. As of 12 November 2020, the country had only one confirmed case of COVID-19 contained in quarantine after being identified from a repatriation flight. Vanuatu's efforts to prevent the spread of COVID-19 have come at significant economic and social costs. The program will help finance the implementation of the government's countercyclical response, which is anchored on the Health Preparedness and Response Plan (HPRP) and the Economic Stimulus Program (ESP), to mitigate the socioeconomic consequences of COVID-19. The proposed program is aligned with four operational priorities of the Asian Development Bank (ADB) Strategy 2030—(i) addressing remaining poverty and addressing inequalities, (ii) accelerating progress in gender equality, (iii) strengthening governance and institutional capacity, and (iv) promoting rural development and food security. It is also aligned with the Pacific Approach priority of managing risks and building resilience by strengthening the health and agriculture sectors. Vanuatu meets all the CPRO access criteria.",Social Protection,Review,0.0110395969823003
2020002980,COVID-19 Fiscal Response Program,COVID-19 FISCAL RESPONSE PROGRAM,"Vanuatu has avoided an outbreak of the coronavirus disease (COVID-19) through decisive early action to close borders and adopt prevention and containment measures. As of 12 November 2020, the country had only one confirmed case of COVID-19 contained in quarantine after being identified from a repatriation flight. Vanuatu's efforts to prevent the spread of COVID-19 have come at significant economic and social costs. The program will help finance the implementation of the government's countercyclical response, which is anchored on the Health Preparedness and Response Plan (HPRP) and the Economic Stimulus Program (ESP), to mitigate the socioeconomic consequences of COVID-19. The proposed program is aligned with four operational priorities of the Asian Development Bank (ADB) Strategy 2030—(i) addressing remaining poverty and addressing inequalities, (ii) accelerating progress in gender equality, (iii) strengthening governance and institutional capacity, and (iv) promoting rural development and food security. It is also aligned with the Pacific Approach priority of managing risks and building resilience by strengthening the health and agriculture sectors. Vanuatu meets all the CPRO access criteria.",Informal/semi-formal financial intermediaries,Review,0.0110395969823003
2020002980,COVID-19 Fiscal Response Program,COVID-19 FISCAL RESPONSE PROGRAM,"Vanuatu has avoided an outbreak of the coronavirus disease (COVID-19) through decisive early action to close borders and adopt prevention and containment measures. As of 12 November 2020, the country had only one confirmed case of COVID-19 contained in quarantine after being identified from a repatriation flight. Vanuatu's efforts to prevent the spread of COVID-19 have come at significant economic and social costs. The program will help finance the implementation of the government's countercyclical response, which is anchored on the Health Preparedness and Response Plan (HPRP) and the Economic Stimulus Program (ESP), to mitigate the socioeconomic consequences of COVID-19. The proposed program is aligned with four operational priorities of the Asian Development Bank (ADB) Strategy 2030—(i) addressing remaining poverty and addressing inequalities, (ii) accelerating progress in gender equality, (iii) strengthening governance and institutional capacity, and (iv) promoting rural development and food security. It is also aligned with the Pacific Approach priority of managing risks and building resilience by strengthening the health and agriculture sectors. Vanuatu meets all the CPRO access criteria.",STD control including HIV/AIDS,Review,0.0110395969823003
2020002980,COVID-19 Fiscal Response Program,COVID-19 FISCAL RESPONSE PROGRAM,"Vanuatu has avoided an outbreak of the coronavirus disease (COVID-19) through decisive early action to close borders and adopt prevention and containment measures. As of 12 November 2020, the country had only one confirmed case of COVID-19 contained in quarantine after being identified from a repatriation flight. Vanuatu's efforts to prevent the spread of COVID-19 have come at significant economic and social costs. The program will help finance the implementation of the government's countercyclical response, which is anchored on the Health Preparedness and Response Plan (HPRP) and the Economic Stimulus Program (ESP), to mitigate the socioeconomic consequences of COVID-19. The proposed program is aligned with four operational priorities of the Asian Development Bank (ADB) Strategy 2030—(i) addressing remaining poverty and addressing inequalities, (ii) accelerating progress in gender equality, (iii) strengthening governance and institutional capacity, and (iv) promoting rural development and food security. It is also aligned with the Pacific Approach priority of managing risks and building resilience by strengthening the health and agriculture sectors. Vanuatu meets all the CPRO access criteria.",Food crop production,Review,0.0110395969823003
2019000014003,Support to develop a Public Sector Accounting Standard Manual and Policy  and Property Market Risk Monitoring Framework,SUPPORT TO DEVELOP A PUBLIC SECTOR ACCOUNTING STANDARD MANUAL AND POLICY  AND PROPERTY MARKET RISK MONITORING FRAMEWORK,Support General Department of Policy (Ministry of Economy and Finance) to develop a Public Sector Accounting Standard Manual and Policy  and Property Market Risk Monitoring Framework,Public finance management (PFM),Review,0.00829911418259144
2020000025,DEVELOPMENT OF PARAMETRIC INSURANCE PRODUCTS FOR THE AGRICULTURAL SECTOR,"CARIBBEAN, REGIONAL",To assist CCRIF SPC in financing the cost of consultancy services for the development and marketing of two parametric agricultural insurance products for CDBs BMCs.,Agricultural policy and administrative management,Review,0.0072266235947609
2020008646,Scale up foresighted humanitarian aid,SCALE UP FORESIGHTED HUMANITARIAN AID,Capacity building in the area  Early Warning Early Action  and Scale up foresighted humanitarian aid to agriculture and food security,Emergency food assistance,Review,0.00672508170828223
2020002153,Contingency Plan for the Protection of Health in Highly Vulnerable Indigenous Peoples in Initial Contact,CONTINGENCY PLAN FOR THE PROTECTION OF HEALTH IN HIGHLY VULNERABLE INDIGENOUS PEOPLES IN INITIAL CONTACT,"",Social Protection,Review,0.00593389198184013
2020003053,Strengthening Integrated Early Warning System in Mongolia,STRENGTHENING INTEGRATED EARLY WARNING SYSTEM IN MONGOLIA,"The proposed project will support the development of a comprehensive approach to early warning system (EWS) by putting in place the six key elements of EWS in a cycle (i) risk knowledge with appropriate assessment, (ii) monitoring and data acquisition, (iii) forecasting and warning, (iv) dissemination and communication, (v) information type and reliability, and (vi) response capacity.  To achieve the outcome, the system will involve the people and communities at risk from a range of hazards, link contingency plans supported by physical and social infrastructure, utilize cutting edge technologies including advanced multi-hazard modelling, monitoring and observation using remote sensing and ground stations aided by geographical information system, digital technology including cloud computing, social networking platform for tracking and tracing the incidences, and communication means including cell phone and unique radio frequencies, promote inclusiveness, and engage all stakeholders at different levels.The proposed project will also result in significant capacity building and awareness raising about disaster risk management and the role of disaster risk reduction strategies. The proposed loan will build on existing capacity and activities within the National Emergency and Management Agency as well as coordinate with stakeholders in the sector.",Agricultural policy and administrative management,Review,0.00554639659821987
2020002428,Programming and Capacity Building Support to  Agriculture Sector Priorities on Early Warning Early Action and Community-based Disaster Risk Management,DISASTER RISK REDUCTION,"",Disaster Risk Reduction,Review,0.00536694284528494
2020001376,TC Gita Post Disaster Recovery,TC GITA POST DISASTER RECOVERY,1. Facilitate South-South cooperation engagement to Tonga from Fiji and Solomon Islands. 2. Support development of  Disaster Recovery Framework (DRF) to guide long-term recovery and rehabilitation work.,Multi-hazard response preparedness,Review,0.00421054661273956
2020CO3336,Strengthening the Resilience of the Mozambique Health System to Climate Change Impacts,STRENGTHENING THE RESILIENCE OF THE MOZAMBIQUE HEALTH SYSTEM TO CLIMATE CHANGE IMPACTS,"Background: A high proportion of Mozambique's total disease burden comes from climate sensitive disease (e.g malaria and diarrheal disease) or disease whose adequate management is jeopardized by frequent climate shocks (e.g HIV/AIDS). Additionally, significant national health determinants, such as water and sanitation systems and food production systems, may yet be further adversely impacted by climate variability and change. -- These vulnerabilities, combined with the poor adaptive capacity in underfunded key institutions and health programs, and lack of investments in training and advanced technology are manifest in current poor national health outcomes, which are expected to decline even more under future projected climate changes. -- The current project aims at strengthening the climate resilience of Mozambique's National Health System, in order to allow it to prepare, cope with and manage the health risks posed by climate variability and change, in a way that the essential functions of health systems are less vulnerable to climate and that facilitates sustained improvements in population health outcomes, despite an unstable climate. -- This project works on three tiers aiming to1) Improve governance, institutional and human capacity2) Strengthen existing climate sensitive disease surveillance systems, and scientific evidence on health impacts from climate change3) Build the resilience of specific health policies, strategies, programmes and plans - Specific Purpose : Among the expected outputs the project will: -- 1) Strengthen the national plan for Health Adaptation to Climate Change to ensure better governance of health adaptation.  -- 2) Establish health sector internal and external coordination mechanism to combat climate change impact to ensure maximum benefit from joint action.  -- 3) Include climate risks in core health education programs to ensure sustainable capacity building. -- 4) Mainstreams climate risk management into the National Disease Control Programs, and Health Promotion strategy and relevant health policies. -- 5) Set national research priorities to inform decisions and increase national research capacity. -- 6) Strengthen climate sensitive disease information systems.  -- 7) Develop tools for health national health authorities to manage climate risks to health (e.g. integrated risk monitoring systems to monitor climate risks to health, early warning systems, health seasonal outlooks). -- 8) Increase national communication on climate risks to health -- 9) Improve preparedness and response to climate extreme events.",Health policy and administrative management,Review,0.00412285421043634
20202005490001,Sudan - Humanitarian Fund - OCHA 2020/Soudan - Fonds humanitaire - OCHA 2020,SUDAN - HUMANITARIAN FUND - OCHA 2020/SOUDAN - FONDS HUMANITAIRE - OCHA 2020,"March 2020 - An estimated 9.3 million people across Sudan are in need of humanitarian assistance and protection across the country as a result of armed conflict, food insecurity, malnutrition, economic decline and disease. Approximately 1.9 million people are internally displaced within Sudan and almost 1.1 million refugees, asylum seekers and migrants from CAR, Chad, Eritrea, Ethiopia, South Sudan and Syria are present in the country. An estimated 6.2 million people are currently severely food insecure, exacerbating already high levels of malnutrition. Outbreaks of communicable diseases have strained an already overwhelmed health system.  With GAC's support, the Sudan Humanitarian Fund is providing timely allocations to national and international NGOs and United Nations agencies to meet critical humanitarian needs of people throughout the country. The Fund is managed by the Office for the Coordination of Humanitarian Affairs (OCHA). Support to the Fund is helping to achieve its objectives, including: (1) promoting early action and response to reduce loss of life, (2) enhancing response to time-critical humanitarian requirements, and (3) strengthening core elements of humanitarian response in underfunded crises. / Mars 2020 - On estime que 9,3 millions de personnes partout au Soudan ont besoin d'aide humanitaire et de protection en raison du conflit armé, de l'insécurité alimentaire, de la malnutrition, du déclin économique et de la maladie. Environ 1,9 million de personnes sont déplacées à l'intérieur du Soudan et près de 1,1 million de réfugiés, demandeurs d'asile et migrants de la République centrafricaine, du Tchad, de l'Érythrée, de l'Éthiopie, du Soudan du Sud et de la Syrie sont présents dans le pays. On estime que 6,2 millions de personnes sont actuellement en situation de grave insécurité alimentaire, ce qui aggrave des niveaux de malnutrition déjà élevés. Des épidémies de maladies transmissibles ont mis à rude épreuve un système de santé déjà surchargé.  Avec le soutien d'AMC, le Bureau de la coordination des affaires humanitaires gère le Fonds humanitaire pour le Soudan afin de fournir des allocations en temps opportun aux ONG nationales et internationales et aux agences des Nations Unies, pour répondre aux besoins humanitaires criants des populations dans tout le pays. Le soutien apporté au Fonds contribue à la réalisation de ses objectifs, notamment : 1) promouvoir une action et une intervention rapides pour réduire les pertes de vies humaines, 2) améliorer la réponse aux besoins humanitaires pressants, 3) renforcer les éléments essentiels de l'intervention humanitaire dans les crises sous-financées.",Relief co-ordination and support services,Review,0.00392134068533778
20202005490001,Sudan - Humanitarian Fund - OCHA 2020/Soudan - Fonds humanitaire - OCHA 2020,SUDAN - HUMANITARIAN FUND - OCHA 2020/SOUDAN - FONDS HUMANITAIRE - OCHA 2020,"March 2020 - An estimated 9.3 million people across Sudan are in need of humanitarian assistance and protection across the country as a result of armed conflict, food insecurity, malnutrition, economic decline and disease. Approximately 1.9 million people are internally displaced within Sudan and almost 1.1 million refugees, asylum seekers and migrants from CAR, Chad, Eritrea, Ethiopia, South Sudan and Syria are present in the country. An estimated 6.2 million people are currently severely food insecure, exacerbating already high levels of malnutrition. Outbreaks of communicable diseases have strained an already overwhelmed health system.  With GAC's support, the Sudan Humanitarian Fund is providing timely allocations to national and international NGOs and United Nations agencies to meet critical humanitarian needs of people throughout the country. The Fund is managed by the Office for the Coordination of Humanitarian Affairs (OCHA). Support to the Fund is helping to achieve its objectives, including: (1) promoting early action and response to reduce loss of life, (2) enhancing response to time-critical humanitarian requirements, and (3) strengthening core elements of humanitarian response in underfunded crises. / Mars 2020 - On estime que 9,3 millions de personnes partout au Soudan ont besoin d'aide humanitaire et de protection en raison du conflit armé, de l'insécurité alimentaire, de la malnutrition, du déclin économique et de la maladie. Environ 1,9 million de personnes sont déplacées à l'intérieur du Soudan et près de 1,1 million de réfugiés, demandeurs d'asile et migrants de la République centrafricaine, du Tchad, de l'Érythrée, de l'Éthiopie, du Soudan du Sud et de la Syrie sont présents dans le pays. On estime que 6,2 millions de personnes sont actuellement en situation de grave insécurité alimentaire, ce qui aggrave des niveaux de malnutrition déjà élevés. Des épidémies de maladies transmissibles ont mis à rude épreuve un système de santé déjà surchargé.  Avec le soutien d'AMC, le Bureau de la coordination des affaires humanitaires gère le Fonds humanitaire pour le Soudan afin de fournir des allocations en temps opportun aux ONG nationales et internationales et aux agences des Nations Unies, pour répondre aux besoins humanitaires criants des populations dans tout le pays. Le soutien apporté au Fonds contribue à la réalisation de ses objectifs, notamment : 1) promouvoir une action et une intervention rapides pour réduire les pertes de vies humaines, 2) améliorer la réponse aux besoins humanitaires pressants, 3) renforcer les éléments essentiels de l'intervention humanitaire dans les crises sous-financées.",Material relief assistance and services,Review,0.00392134068533778
20202005490001,Sudan - Humanitarian Fund - OCHA 2020/Soudan - Fonds humanitaire - OCHA 2020,SUDAN - HUMANITARIAN FUND - OCHA 2020/SOUDAN - FONDS HUMANITAIRE - OCHA 2020,"March 2020 - An estimated 9.3 million people across Sudan are in need of humanitarian assistance and protection across the country as a result of armed conflict, food insecurity, malnutrition, economic decline and disease. Approximately 1.9 million people are internally displaced within Sudan and almost 1.1 million refugees, asylum seekers and migrants from CAR, Chad, Eritrea, Ethiopia, South Sudan and Syria are present in the country. An estimated 6.2 million people are currently severely food insecure, exacerbating already high levels of malnutrition. Outbreaks of communicable diseases have strained an already overwhelmed health system.  With GAC's support, the Sudan Humanitarian Fund is providing timely allocations to national and international NGOs and United Nations agencies to meet critical humanitarian needs of people throughout the country. The Fund is managed by the Office for the Coordination of Humanitarian Affairs (OCHA). Support to the Fund is helping to achieve its objectives, including: (1) promoting early action and response to reduce loss of life, (2) enhancing response to time-critical humanitarian requirements, and (3) strengthening core elements of humanitarian response in underfunded crises. / Mars 2020 - On estime que 9,3 millions de personnes partout au Soudan ont besoin d'aide humanitaire et de protection en raison du conflit armé, de l'insécurité alimentaire, de la malnutrition, du déclin économique et de la maladie. Environ 1,9 million de personnes sont déplacées à l'intérieur du Soudan et près de 1,1 million de réfugiés, demandeurs d'asile et migrants de la République centrafricaine, du Tchad, de l'Érythrée, de l'Éthiopie, du Soudan du Sud et de la Syrie sont présents dans le pays. On estime que 6,2 millions de personnes sont actuellement en situation de grave insécurité alimentaire, ce qui aggrave des niveaux de malnutrition déjà élevés. Des épidémies de maladies transmissibles ont mis à rude épreuve un système de santé déjà surchargé.  Avec le soutien d'AMC, le Bureau de la coordination des affaires humanitaires gère le Fonds humanitaire pour le Soudan afin de fournir des allocations en temps opportun aux ONG nationales et internationales et aux agences des Nations Unies, pour répondre aux besoins humanitaires criants des populations dans tout le pays. Le soutien apporté au Fonds contribue à la réalisation de ses objectifs, notamment : 1) promouvoir une action et une intervention rapides pour réduire les pertes de vies humaines, 2) améliorer la réponse aux besoins humanitaires pressants, 3) renforcer les éléments essentiels de l'intervention humanitaire dans les crises sous-financées.",Emergency food assistance,Review,0.00392134068533778
20202005490001,Sudan - Humanitarian Fund - OCHA 2020/Soudan - Fonds humanitaire - OCHA 2020,SUDAN - HUMANITARIAN FUND - OCHA 2020/SOUDAN - FONDS HUMANITAIRE - OCHA 2020,"March 2020 - An estimated 9.3 million people across Sudan are in need of humanitarian assistance and protection across the country as a result of armed conflict, food insecurity, malnutrition, economic decline and disease. Approximately 1.9 million people are internally displaced within Sudan and almost 1.1 million refugees, asylum seekers and migrants from CAR, Chad, Eritrea, Ethiopia, South Sudan and Syria are present in the country. An estimated 6.2 million people are currently severely food insecure, exacerbating already high levels of malnutrition. Outbreaks of communicable diseases have strained an already overwhelmed health system.  With GAC's support, the Sudan Humanitarian Fund is providing timely allocations to national and international NGOs and United Nations agencies to meet critical humanitarian needs of people throughout the country. The Fund is managed by the Office for the Coordination of Humanitarian Affairs (OCHA). Support to the Fund is helping to achieve its objectives, including: (1) promoting early action and response to reduce loss of life, (2) enhancing response to time-critical humanitarian requirements, and (3) strengthening core elements of humanitarian response in underfunded crises. / Mars 2020 - On estime que 9,3 millions de personnes partout au Soudan ont besoin d'aide humanitaire et de protection en raison du conflit armé, de l'insécurité alimentaire, de la malnutrition, du déclin économique et de la maladie. Environ 1,9 million de personnes sont déplacées à l'intérieur du Soudan et près de 1,1 million de réfugiés, demandeurs d'asile et migrants de la République centrafricaine, du Tchad, de l'Érythrée, de l'Éthiopie, du Soudan du Sud et de la Syrie sont présents dans le pays. On estime que 6,2 millions de personnes sont actuellement en situation de grave insécurité alimentaire, ce qui aggrave des niveaux de malnutrition déjà élevés. Des épidémies de maladies transmissibles ont mis à rude épreuve un système de santé déjà surchargé.  Avec le soutien d'AMC, le Bureau de la coordination des affaires humanitaires gère le Fonds humanitaire pour le Soudan afin de fournir des allocations en temps opportun aux ONG nationales et internationales et aux agences des Nations Unies, pour répondre aux besoins humanitaires criants des populations dans tout le pays. Le soutien apporté au Fonds contribue à la réalisation de ses objectifs, notamment : 1) promouvoir une action et une intervention rapides pour réduire les pertes de vies humaines, 2) améliorer la réponse aux besoins humanitaires pressants, 3) renforcer les éléments essentiels de l'intervention humanitaire dans les crises sous-financées.",Material relief assistance and services,Review,0.00392134068533778
20202005490001,Sudan - Humanitarian Fund - OCHA 2020/Soudan - Fonds humanitaire - OCHA 2020,SUDAN - HUMANITARIAN FUND - OCHA 2020/SOUDAN - FONDS HUMANITAIRE - OCHA 2020,"March 2020 - An estimated 9.3 million people across Sudan are in need of humanitarian assistance and protection across the country as a result of armed conflict, food insecurity, malnutrition, economic decline and disease. Approximately 1.9 million people are internally displaced within Sudan and almost 1.1 million refugees, asylum seekers and migrants from CAR, Chad, Eritrea, Ethiopia, South Sudan and Syria are present in the country. An estimated 6.2 million people are currently severely food insecure, exacerbating already high levels of malnutrition. Outbreaks of communicable diseases have strained an already overwhelmed health system.  With GAC's support, the Sudan Humanitarian Fund is providing timely allocations to national and international NGOs and United Nations agencies to meet critical humanitarian needs of people throughout the country. The Fund is managed by the Office for the Coordination of Humanitarian Affairs (OCHA). Support to the Fund is helping to achieve its objectives, including: (1) promoting early action and response to reduce loss of life, (2) enhancing response to time-critical humanitarian requirements, and (3) strengthening core elements of humanitarian response in underfunded crises. / Mars 2020 - On estime que 9,3 millions de personnes partout au Soudan ont besoin d'aide humanitaire et de protection en raison du conflit armé, de l'insécurité alimentaire, de la malnutrition, du déclin économique et de la maladie. Environ 1,9 million de personnes sont déplacées à l'intérieur du Soudan et près de 1,1 million de réfugiés, demandeurs d'asile et migrants de la République centrafricaine, du Tchad, de l'Érythrée, de l'Éthiopie, du Soudan du Sud et de la Syrie sont présents dans le pays. On estime que 6,2 millions de personnes sont actuellement en situation de grave insécurité alimentaire, ce qui aggrave des niveaux de malnutrition déjà élevés. Des épidémies de maladies transmissibles ont mis à rude épreuve un système de santé déjà surchargé.  Avec le soutien d'AMC, le Bureau de la coordination des affaires humanitaires gère le Fonds humanitaire pour le Soudan afin de fournir des allocations en temps opportun aux ONG nationales et internationales et aux agences des Nations Unies, pour répondre aux besoins humanitaires criants des populations dans tout le pays. Le soutien apporté au Fonds contribue à la réalisation de ses objectifs, notamment : 1) promouvoir une action et une intervention rapides pour réduire les pertes de vies humaines, 2) améliorer la réponse aux besoins humanitaires pressants, 3) renforcer les éléments essentiels de l'intervention humanitaire dans les crises sous-financées.",Material relief assistance and services,Review,0.00392134068533778
2020CO2524,La résilience des communautés ciblées dans les provinces du Kongo Central et du Kanwgo face aux risques de catastrophe naturelles et aux problèmes san,LA RÉSILIENCE DES COMMUNAUTÉS CIBLÉES DANS LES PROVINCES DU KONGO CENTRAL ET DU KANWGO FACE AUX RISQUES DE CATASTROPHE NATURELLES ET AUX PROBLÈMES SAN,"- Results:  Dans la continuité du programme financé par la DGD entre 2014 et 2016, ce programme de résilience communautaire a pour objectif principal l'amélioration de la résilience des communautés ciblées dans les provinces du Kongo Central et du Kwango en République Démocratique du Congo (RDC), face aux risques de catastrophes naturelles et aux problèmes sanitaires. L'intervention de la Croix-Rouge de RDC (CRRDC), appuyée par la Croix-Rouge de Belgique (CRB) s'articule autour de trois volets d'activités sur base des besoins identifiés par les communautés : - La préparation et la réponse aux risques de catastrophes naturelles à travers la mise en place d'équipes communautaires capables d'accompagner les bénéficiaires dans l'identification des risques, lors de la réalisation de plans de contingence pour agir une fois que le risque se produit et dans la mise en place d'infrastructures telles que des bassins de rétention d'eau permettant de sécuriser certaines habitations lors des fortes pluies. - Le renforcement de l'accès à la santé des communautés, en particulier des femmes, à travers des activités de sensibilisations réalisées par des équipes communautaires ou par des  Clubs des mères  qui mènent des actions visant l'amélioration des connaissances des femmes sur leur santé, notamment reproductive. Les frais liés à ces activités sont couverts par des activités génératrices de revenus mises en œuvre par les ''Clubs de mères''. - L'amélioration de l'accès à l'eau potable et de l'assainissement à travers la réalisation ou réhabilitation de points d'eau potable et la promotion de l'auto-construction de latrines hygiéniques. Les Clubs des mères organiseront de l'appui-conseil individuel au sein des foyers des femmes vulnérables sur les thématiques de l'eau, l'hygiène et l'assainissement. Pour garantir la durabilité du programme, les cadres de la Croix-Rouge de RDC, les équipes décentralisées, les volontaires et les communautés bénéficiaires seront renforcées dans leurs capacités.",Health education,Review,0.00379572459496558
2020017970,"Programme d'appui à la résilience des populations vulnérables aux risques de catastrophe (PRRC) – Burundi, Niger, RDC  - BURUNDI","PROGRAMME D'APPUI À LA RÉSILIENCE DES POPULATIONS VULNÉRABLES AUX RISQUES DE CATASTROPHE (PRRC) – BURUNDI, NIGER, RDC  - BURUNDI","Background: Depuis 2015, le Burundi fait face à une crise politique et sécuritaire, caractérisée par une détérioration des conditions de vie des populations affectées. Les besoins humanitaires sont importants: environ 1,1 million de personnes ont besoin de protection et d'une assistance humanitaire immédiate, en ce compris un accès urgent aux services essentiels de base et à des moyens de subsistance. La détérioration des conditions socio-économiques, la réduction de l'accès aux services de base ainsi que les inondations localisées, ont créé de nouveaux besoins humanitaires et menacent davantage la sécurité et la dignité des personnes les plus vulnérables, en particulier les jeunes, les femmes et les enfants.La zone d'intervention proposée concerne 2 communes (Gitanga et Bukemba) de la province de Rutana, frontalière avec la Tanzanie.C'est l'une des provinces d'origine des nouveaux réfugiés burundais en Tanzanie, et elle accueille quelques milliers de déplacés internes en provenance d'autres provinces. Ces deux communes ont été touchées par des pluies diluviennes liées au phénomène El-Nino, en décembre 2015 et février 2016. Les conséquences de ces perturbations climatiques ont été accentuées par la déforestation dûe au manque de mécanismes de lutte antiérosive et de protection des sols, ainsi qu'à l'absence de préparation aux catastrophes au niveau local, ce qui a conduit à la destruction de cultures et d'infrastructures. La crise socio-politique que traverse le Burundi depuis mai 2015, ainsi que ces pluies dévastatrices, sont des facteurs aggravants de l'insécurité alimentaire chronique dans laquelle vivent les populations depuis de nombreuses années. - General Purpose: Burundi : Augmenter la résilience des populations vulnérables des Bassins-Versants de la rivière Musasa dans la Province de Rutana face aux risques de catastrophes. - Specific Purpose : Renforcer les capacités communautaires dans les communes de Bukemba et Gitanga en matière de préparation et d'atténuation aux risques de catastrophes  - Results:  I.Burundi :R1 : Les capacités communautaires à prévenir les catastrophes et à s'y préparer sont augmentéesR2 : Les capacités de résilience des populations à risque sont durablement améliorées grâce à la gestion durable de l'environnement et de leur facteur de production 'sol' ainsi qu'à la diversification de leurs sources alimentaires et de revenusR3 : Des emplois ponctuels décents, à parité en genre, permettant aux victimes des catastrophes récentes de compenser temporairement la perte de leurs moyens d'existence, sont créés dans le cadre de la réhabilitation des infrastructures prioritaires récemment détruites et concourent à améliorer / rétablir la protection des populations (accès aux services de base – santé, éducation etc.)II.Niger : R1 : les ménages et les communautés sont mieux préparés pour faire face aux chocs et à limiter les situations d'urgence qui en découlentR2: les ménages et les communautés améliorent leur gestion des re",Multi-hazard response preparedness,Review,0.00359280011616647
2020017971,"Programme d'appui à la résilience des populations vulnérables aux risques de catastrophe (PRRC) – Burundi, Niger, RDC  - NIGER","PROGRAMME D'APPUI À LA RÉSILIENCE DES POPULATIONS VULNÉRABLES AUX RISQUES DE CATASTROPHE (PRRC) – BURUNDI, NIGER, RDC  - NIGER","Background: Au Niger, les besoins humanitaires demeurent immenses. Les crises alimentaires consécutives, l'extrême pauvreté, les déplacements de population et la rapide croissance démographique continuent d'éroder la résilience de la population. La situation s'est encore dégradée après février 2015, en raison des débordements du conflit au Nigéria et de l'augmentation du nombre de déplacés et de réfugiés dans la région de Diffa. On estime que 2,7 millions de personnes sont en situation d'insécurité alimentaire sévère et ont besoin d'une aide alimentaire d'urgence pour traverser la période de transition cette année. La région de Diffa est régulièrement sujette à des aléas climatiques, comme la sécheresse et les inondations, mais doit également faire face à un manque d'eau potable ainsi qu'à une situation sécuritaire préoccupante qui provoque d'importants déplacements de population depuis 2013. L'accumulations de ces catastrophes d'origines diverses, provoquent des pertes matérielles (récoltes ou stocks de vivres), la dégradation des conditions socio-économiques des populations et ont des conséquences désastreuses sur la situation sanitaire et alimentaire des habitants (épidémies, malnutrition, etc.). Depuis 2012, la région de Diffa accueille des déplacés du Nigeria qui fuient les multiples attaques de la secte Boko Haram, essentiellement dans sa partie Nord. Les réfugiés, retournés et déplacés internes s'élèvent actuellement à plus de 100.000 personnes et 460.000 personnes sont en insécurité alimentaire. - General Purpose: Niger : Augmenter la résilience des populations vulnérables par le renforcement de leurs capacités en matière de préparation et d'atténuation de l'impact des catastrophes.  - Specific Purpose : Renforcer les capacités des populations vulnérables à limiter les impacts négatifs de la sécheresse et des déplacements de population dus aux exactions de Boko Haram - Results:  R1 : les ménages et les communautés sont mieux préparés pour faire face aux chocs et à limiter les situations d'urgence qui en découlentR2: les ménages et les communautés améliorent leur gestion des ressources en eau via un meilleur accès et une meilleure utilisation de l'eau potableR3: les ménages vulnérables et les jeunes sans emploi (vulnérables à Boko Haram) restaurent leurs moyens d'existence grâce au maraîchage, aux AGR et au développement de l'entreprenariatR4 : les jeunes sont sensibilisés et engagés à soutenir la gestion des conflits et l'édification de la paix",Multi-hazard response preparedness,Review,0.00335605535656214
2007010192,OECS-Catastrophe Insurance,OECS-CATASTROPHE INSURANCE,"",Multi-hazard response preparedness,Review,0.00230635376647115
