crs_id,project_title,short_description,long_description,purpose_name,Crisis finance determination,Crisis finance confidence ML
2017554917,RECH_ENVIRONN. (DISCO) : Recherche scientifique et technologique dans le domaine de l'environnement,RECH_ENVIRONN. (DISCO) : RECHERCHE SCIENTIFIQUE ET TECHNOLOGIQUE DANS LE DOMAINE DE L'ENVIRONNEMENT,THEME ALEAS_SUD (DISCO) : Aléas environn. & sécurité des pop. sud,Multi-hazard response preparedness,Yes,0.845473527908325
2017511317,RECH_ENVIRONN. (DISCO) : Recherche scientifique et technologique dans le domaine de l'environnement,RECH_ENVIRONN. (DISCO) : RECHERCHE SCIENTIFIQUE ET TECHNOLOGIQUE DANS LE DOMAINE DE L'ENVIRONNEMENT,THEME ALEAS_SUD (DISCO) : Aléas environn. & sécurité des pop. sud,Multi-hazard response preparedness,Yes,0.845473527908325
2017500917,RECH_ENVIRONN. (DISCO) : Recherche scientifique et technologique dans le domaine de l'environnement,RECH_ENVIRONN. (DISCO) : RECHERCHE SCIENTIFIQUE ET TECHNOLOGIQUE DANS LE DOMAINE DE L'ENVIRONNEMENT,THEME ALEAS_SUD (DISCO) : Aléas environn. & sécurité des pop. sud,Multi-hazard response preparedness,Yes,0.845473527908325
2017492117,RECH_ENVIRONN. (DISCO) : Recherche scientifique et technologique dans le domaine de l'environnement,RECH_ENVIRONN. (DISCO) : RECHERCHE SCIENTIFIQUE ET TECHNOLOGIQUE DANS LE DOMAINE DE L'ENVIRONNEMENT,THEME ALEAS_SUD (DISCO) : Aléas environn. & sécurité des pop. sud,Multi-hazard response preparedness,Yes,0.845473527908325
2017504717,RECH_ENVIRONN. (DISCO) : Recherche scientifique et technologique dans le domaine de l'environnement,RECH_ENVIRONN. (DISCO) : RECHERCHE SCIENTIFIQUE ET TECHNOLOGIQUE DANS LE DOMAINE DE L'ENVIRONNEMENT,THEME ALEAS_SUD (DISCO) : Aléas environn. & sécurité des pop. sud,Multi-hazard response preparedness,Yes,0.845473527908325
2017511617,RECH_ENVIRONN. (DISCO) : Recherche scientifique et technologique dans le domaine de l'environnement,RECH_ENVIRONN. (DISCO) : RECHERCHE SCIENTIFIQUE ET TECHNOLOGIQUE DANS LE DOMAINE DE L'ENVIRONNEMENT,THEME ALEAS_SUD (DISCO) : Aléas environn. & sécurité des pop. sud,Multi-hazard response preparedness,Yes,0.845473527908325
2017554817,RECH_ENVIRONN. (DISCO) : Recherche scientifique et technologique dans le domaine de l'environnement,RECH_ENVIRONN. (DISCO) : RECHERCHE SCIENTIFIQUE ET TECHNOLOGIQUE DANS LE DOMAINE DE L'ENVIRONNEMENT,THEME ALEAS_SUD (DISCO) : Aléas environn. & sécurité des pop. sud,Multi-hazard response preparedness,Yes,0.845473527908325
2017002530,AC_288_Health emergency information and risk assessment_74010,AC_288_HEALTH EMERGENCY INFORMATION AND RISK ASSESSMENT_74010,Health emergency information and risk assessment,Multi-hazard response preparedness,Yes,0.844377458095551
2017021300,OFDA-2014-CAR/CE-Grant-IMC,OFDA-2014-CAR/CE-GRANT-IMC,"To prevent and reduce excess mortality and morbidity of vulnerable displaced people and resident communities through health, nutrition and protection interventionsProtection - $148,784Health & Nutrition - $1,036,026",Material relief assistance and services,Yes,0.844267308712006
2017592106,Aide Alimentaire - CICR - Irak,AIDE ALIMENTAIRE - CICR - IRAK,Aide Alimentaire - CICR - Irak - Distribution colis alimentaires + riz,Food assistance,Yes,0.844211161136627
2017066787,"Community Revitalization Programme: Community Assistance and Stabilization to Refugee Host-Communities in Garssa County, Northeastern Kenya","COMMUNITY REVITALIZATION PROGRAMME: COMMUNITY ASSISTANCE AND STABILIZATION TO REFUGEE HOST-COMMUNITIES IN GARSSA COUNTY, NORTHEASTERN KENYA","Community Revitalization Programme: Community Assistance and Stabilization to Refugee Host-Communities in Garssa County, Northeastern Kenya",Relief co-ordination and support services,Yes,0.844148874282837
2016005260-3,Improving access to water and sanitation and associated practices to primary schools of Guinea-Bissau.,IMPROVING ACCESS TO WATER AND SANITATION AND ASSOCIATED PRACTICES TO PRIMARY SCHOOLS OF GUINEA-BISSAU.,"Título completo del proyecto: AYUDA HUMANITARIA PARA LA ADQUISICIÓN DE GAS PARA LOS REFUGIADOS SAHARAUIS DE TINDUF. :: El objetivo general del presente proyecto y dada la situación actual del pueblo saharaui, es la adquisición de gas, para los refugiados saharauis que malviven en los campos de refugiados de Tinduf con el fin de cubrir las necesidades básicas de esta población.",Material relief assistance and services,Yes,0.843864560127258
2017021362,OFDA-2014-Sudan/CE Darfur-Grant-ZOA,OFDA-2014-SUDAN/CE DARFUR-GRANT-ZOA,"Ag/FS, ERMS, and WASH activities in North, South, and East Darfur states",Multi-hazard response preparedness,Yes,0.843409299850464
2017000413,Promotion of Rain Water Harvesting in the Earthquake Affected Area,PROMOTION OF RAIN WATER HARVESTING IN THE EARTHQUAKE AFFECTED AREA,"",Water supply - large systems,Yes,0.843342125415802
2017001896,Disaster prevention and preparedness,DISASTER PREVENTION AND PREPAREDNESS,Mali - Bamako: Dept. ID- 42600 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Multi-hazard response preparedness,Yes,0.84318882226944
2017002779,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Regional Office/W&CA Region: Dept. ID- 14200 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.843118786811829
2017000099,Provision of child protection and emergency education services to flood-affected children in Jamalpur and Dinajpur districts,PROVISION OF CHILD PROTECTION AND EMERGENCY EDUCATION SERVICES TO FLOOD-AFFECTED CHILDREN IN JAMALPUR AND DINAJPUR DISTRICTS,Provision of child protection and emergency education services to flood-affected children in Jamalpur and Dinajpur districts,Relief co-ordination and support services,Yes,0.842929720878601
2017002535,AC_347_Health emergency information and risk assessment_74010,AC_347_HEALTH EMERGENCY INFORMATION AND RISK ASSESSMENT_74010,Health emergency information and risk assessment,Multi-hazard response preparedness,Yes,0.842820107936859
2017000246,Response to public health emergencies caused by flooding related to El Niño phenomenon,RESPONSE TO PUBLIC HEALTH EMERGENCIES CAUSED BY FLOODING RELATED TO EL NIÑO PHENOMENON,Response to public health emergencies caused by flooding related to El Niño phenomenon,Material relief assistance and services,Yes,0.842720091342926
2017000487,Mechanisms developed to provide HIV-related services in humanitarian emergencies,MECHANISMS DEVELOPED TO PROVIDE HIV-RELATED SERVICES IN HUMANITARIAN EMERGENCIES,Headquarters Expenditure,Social mitigation of HIV/AIDS,Yes,0.842483818531036
2013001346,"UNICEF - Plan action prioritaires pour le Nord Mali, 2013","UNICEF - PLAN ACTION PRIORITAIRES POUR LE NORD MALI, 2013","UNICEF - Plan action prioritaires pour le Nord Mali, 2013",Material relief assistance and services,Yes,0.84245091676712
2017000108,Economic and Social Opportunities for Eritrean Women refugees in Hitsats and Shimelba camps and Ethiopian women of host communities,ECONOMIC AND SOCIAL OPPORTUNITIES FOR ERITREAN WOMEN REFUGEES IN HITSATS AND SHIMELBA CAMPS AND ETHIOPIAN WOMEN OF HOST COMMUNITIES,The initiative aims to improve the living conditions of Eritrean women refugees in two refugee camps (Hitsas and Shimelba) and Ethiopian women of host communities in northern Tigray who belong to the most vulnerable and most exposed to migratory flows,Employment creation,Yes,0.842382907867432
2017001559,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Kyrgyzstan - Bishkek: Dept. ID- 54500 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.84232360124588
2017001560,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Kyrgyzstan - Bishkek: Dept. ID- 54500 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.84232360124588
2017001990,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Mauritius - Port Louis: Dept. ID- 42800 -- Outcome 3: Advanced Gender Equality--   Output 10: GBV and harmful practices,Relief co-ordination and support services,Yes,0.842259764671326
1989002389,"",MUNICIPAL DEVELOPMENT AND EARTHQUAKE EMERGENCY HOUSING RECONSTRUCTION PROJECT,"",Water supply and sanitation - large systems,Yes,0.841887712478638
1989002393,"",MUNICIPAL DEVELOPMENT AND EARTHQUAKE EMERGENCY HOUSING RECONSTRUCTION PROJECT,"",Social Protection,Yes,0.841887712478638
1989002391,"",MUNICIPAL DEVELOPMENT AND EARTHQUAKE EMERGENCY HOUSING RECONSTRUCTION PROJECT,"",Public sector policy and administrative management,Yes,0.841887712478638
1989002390,"",MUNICIPAL DEVELOPMENT AND EARTHQUAKE EMERGENCY HOUSING RECONSTRUCTION PROJECT,"",Basic drinking water supply and basic sanitation,Yes,0.841887712478638
2017002538,AC_364_Health emergency information and risk assessment_74010,AC_364_HEALTH EMERGENCY INFORMATION AND RISK ASSESSMENT_74010,Health emergency information and risk assessment,Multi-hazard response preparedness,Yes,0.841670870780945
2017002518,AC_244_Health emergency information and risk assessment_74010,AC_244_HEALTH EMERGENCY INFORMATION AND RISK ASSESSMENT_74010,Health emergency information and risk assessment,Multi-hazard response preparedness,Yes,0.840809524059296
1982820060,Provision of goods and services aimed at supporting the Ogaden refugees,PROVISION OF GOODS AND SERVICES AIMED AT SUPPORTING THE OGADEN REFUGEES,Provision of goods and services aimed at supporting the Ogaden refugees,Multisector aid for basic social services,Yes,0.840647697448731
2017_TCP_0384,TCPF: Impact Assessment of Satla-Bagda Drainage and Flood Control Project,TCPF: IMPACT ASSESSMENT OF SATLA-BAGDA DRAINAGE AND FLOOD CONTROL PROJECT,"The component aims conduct a study to explore the existing status of Satla-Bagda project initiatives, access its' impact on life and livelihoods of the beneficiaries, and provide recommendations to concerned authorities of government and development partners to revisit/improve the project.",Water sector policy and administrative management,Yes,0.840604662895203
2017002524,AC_266_Health emergency information and risk assessment_74010,AC_266_HEALTH EMERGENCY INFORMATION AND RISK ASSESSMENT_74010,Health emergency information and risk assessment,Multi-hazard response preparedness,Yes,0.840474367141724
2017021324,OFDA-2014-IOM,OFDA-2014-IOM,Next five year phase (FY2014- FY2018) of OFDA's support of PAHO's efforts in the Health Sector: Towards a More Resilient Health Sector in Latin America and the Caribbean,Multi-hazard response preparedness,Yes,0.840228080749512
2017002560,AC_789_Health emergency information and risk assessment_74010,AC_789_HEALTH EMERGENCY INFORMATION AND RISK ASSESSMENT_74010,Health emergency information and risk assessment,Multi-hazard response preparedness,Yes,0.83912855386734
2017003419,Emergency Rehabilitation of Calamity Damage  Project,EMERGENCY REHABILITATION OF CALAMITY DAMAGE  PROJECT,Emergency Rehabilitation of Calamity Damage  Project,Disaster Risk Reduction,Yes,0.838842272758484
2017631506,Aide humanitaire - UNICEF,AIDE HUMANITAIRE - UNICEF,Aide humanitaire - UNICEF - Nepal floods  -Réponse d'urgence aux inondations au Népal,Relief co-ordination and support services,Yes,0.838770389556885
2016002116,Help for refugees,HELP FOR REFUGEES,"Providng First Aid, medical treatment and psychological support, in addition to distribution of food, water, diapers, toileteries and First Aid kits.",Social Protection,Yes,0.838644623756409
2006003001,Emergency Earthquake Recovery Loan,EMERGENCY EARTHQUAKE RECOVERY LOAN,To achieve the emergency earthquake,Material relief assistance and services,Yes,0.838075160980225
2017002228,Emergency Grant Aid for four countries in Middle East and Africa affected by the famine(Through WFP),EMERGENCY GRANT AID FOR FOUR COUNTRIES IN MIDDLE EAST AND AFRICA AFFECTED BY THE FAMINE(THROUGH WFP),Emergency Assistance,Emergency food assistance,Yes,0.837752521038055
2017002222,"Emergency Grant Aid in response to the humanitarian crisis in Iraq, Syria and neighboring countries(Through UNDP)","EMERGENCY GRANT AID IN RESPONSE TO THE HUMANITARIAN CRISIS IN IRAQ, SYRIA AND NEIGHBORING COUNTRIES(THROUGH UNDP)",Emergency Assistance,Relief co-ordination and support services,Yes,0.837649881839752
2014001039,Save the Children  Education project in Lebanon,SAVE THE CHILDREN  EDUCATION PROJECT IN LEBANON,"Support to Education consortium of Save the Children, Norwegian Refugee Council and International Recue Commitee and their educational work in Lebanon. SC has the lead within the consortium",Education facilities and training,Yes,0.837264716625214
2017000836,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,EECA Reg. Office/Istanbul: Dept. ID- 19000 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.837140917778015
2017000859,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,EECA Reg. Office/Istanbul: Dept. ID- 19000 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.837140917778015
2017000861,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,EECA Reg. Office/Istanbul: Dept. ID- 19000 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.837140917778015
2017002903,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Serbia: Dept. ID- 54200 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.837081670761108
2017002915,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Serbia: Dept. ID- 54200 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.837081670761108
2017002916,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Serbia: Dept. ID- 54200 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.837081670761108
2017002902,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Serbia: Dept. ID- 54200 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.837081670761108
2017002901,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Serbia: Dept. ID- 54200 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.837081670761108
2017001248,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Haiti - Port-au-Prince: Dept. ID- 71900 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.836995720863342
2017001236,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Haiti - Port-au-Prince: Dept. ID- 71900 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.836995720863342
2017001235,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Haiti - Port-au-Prince: Dept. ID- 71900 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.836995720863342
2017021388,OFDA-2014-Yemen/CE-Grant-SCF US,OFDA-2014-YEMEN/CE-GRANT-SCF US,"Emergency Response - Health,Water, Sanitation and Hygiene,Nutrition Activities",Material relief assistance and services,Yes,0.836704015731812
2017001976,Disaster prevention and preparedness,DISASTER PREVENTION AND PREPAREDNESS,Mauritania - Nouakchott: Dept. ID- 42700 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Multi-hazard response preparedness,Yes,0.836608231067658
2017021328,OFDA-2014-India/Cyclone-Grant-CRS,OFDA-2014-INDIA/CYCLONE-GRANT-CRS,Early Recovery Programming for Cyclone Phailin victims in Eastern India,Material relief assistance and services,Yes,0.835872888565064
2017002541,AC_380_Health emergency information and risk assessment_74010,AC_380_HEALTH EMERGENCY INFORMATION AND RISK ASSESSMENT_74010,Health emergency information and risk assessment,Multi-hazard response preparedness,Yes,0.83580482006073
2010326767,Infrastructure Crisis Facility - Debt trust,INFRASTRUCTURE CRISIS FACILITY - DEBT TRUST,Infrastructure Crisis Facility - Debt trust,Formal sector financial intermediaries,Yes,0.835501730442047
2011526767,Infrastructure Crisis Facility - Debt trust,INFRASTRUCTURE CRISIS FACILITY - DEBT TRUST,Infrastructure Crisis Facility - Debt trust,Formal sector financial intermediaries,Yes,0.835501730442047
2009126767,Infrastructure Crisis Facility - Debt trust,INFRASTRUCTURE CRISIS FACILITY - DEBT TRUST,Infrastructure Crisis Facility - Debt trust,Formal sector financial intermediaries,Yes,0.835501730442047
2011426767,Infrastructure Crisis Facility - Debt trust,INFRASTRUCTURE CRISIS FACILITY - DEBT TRUST,Infrastructure Crisis Facility - Debt trust,Formal sector financial intermediaries,Yes,0.835501730442047
2010226767,Infrastructure Crisis Facility - Debt trust,INFRASTRUCTURE CRISIS FACILITY - DEBT TRUST,Infrastructure Crisis Facility - Debt trust,Formal sector financial intermediaries,Yes,0.835501730442047
2011626767,Infrastructure Crisis Facility - Debt trust,INFRASTRUCTURE CRISIS FACILITY - DEBT TRUST,Infrastructure Crisis Facility - Debt trust,Formal sector financial intermediaries,Yes,0.835501730442047
2017005236,Protection of legal rights of syrian refugees and vulnerable members of the jordanian host community,PROTECTION OF LEGAL RIGHTS OF SYRIAN REFUGEES AND VULNERABLE MEMBERS OF THE JORDANIAN HOST COMMUNITY,"Das Projekt trägt dazu bei, eine Lücke bei der Bereitstellung von juristischen und sozialen Dienstleistungen für syrische Flüchtlinge zu schliessen. Es hilft den Flüchtlingen unter anderem, rechtliche und zivile Dokumente zu beschaffen, über den UVE-Prozess MOI-Karten zu beantragen und bei einer Festnahme oder Inhaftierung eine Rechtsvertretung zu erhalten.",Human rights,Yes,0.835422694683075
2017017440,OFDA Institutional Support Contract IQC - Administrative Support,OFDA INSTITUTIONAL SUPPORT CONTRACT IQC - ADMINISTRATIVE SUPPORT,OFDA Institutional Support Contract IQC - Administrative Support,Relief co-ordination and support services,Yes,0.834587574005127
2017002533,AC_340_Health emergency information and risk assessment_74010,AC_340_HEALTH EMERGENCY INFORMATION AND RISK ASSESSMENT_74010,Health emergency information and risk assessment,Multi-hazard response preparedness,Yes,0.834401845932007
2017002211,Emergency Grant Aid in response to famine disaster in the Middle East and Africa regions (Through IFRC),EMERGENCY GRANT AID IN RESPONSE TO FAMINE DISASTER IN THE MIDDLE EAST AND AFRICA REGIONS (THROUGH IFRC),Emergency Assistance,Relief co-ordination and support services,Yes,0.834209263324738
2017020227A,Piloting Options for the Sustainable Integrations of Target Earthquake-Affected Communities in Haiti (POSITEC) Program,PILOTING OPTIONS FOR THE SUSTAINABLE INTEGRATIONS OF TARGET EARTHQUAKE-AFFECTED COMMUNITIES IN HAITI (POSITEC) PROGRAM,Piloting Options for the Sustainable Integrations of Target Earthquake-Affected Communities in Haiti (POSITEC) Program,"Civilian peace-building, conflict prevention and resolution",Yes,0.834142565727234
2017020227B,Piloting Options for the Sustainable Integrations of Target Earthquake-Affected Communities in Haiti (POSITEC) Program,PILOTING OPTIONS FOR THE SUSTAINABLE INTEGRATIONS OF TARGET EARTHQUAKE-AFFECTED COMMUNITIES IN HAITI (POSITEC) PROGRAM,Piloting Options for the Sustainable Integrations of Target Earthquake-Affected Communities in Haiti (POSITEC) Program,"Civilian peace-building, conflict prevention and resolution",Yes,0.834142565727234
2001006936,"",CAMBODIA: FLOOD EMERGENCY REHABILITATION PROJECT,"",Agricultural water resources,Yes,0.833987653255463
2001006935,"",CAMBODIA: FLOOD EMERGENCY REHABILITATION PROJECT,"",Agricultural land resources,Yes,0.833987653255463
2001006932,"",CAMBODIA: FLOOD EMERGENCY REHABILITATION PROJECT,"",Education facilities and training,Yes,0.833987653255463
2001006933,"",CAMBODIA: FLOOD EMERGENCY REHABILITATION PROJECT,"",River basins development,Yes,0.833987653255463
2001006934,"",CAMBODIA: FLOOD EMERGENCY REHABILITATION PROJECT,"",Road transport,Yes,0.833987653255463
2001006937,"",CAMBODIA: FLOOD EMERGENCY REHABILITATION PROJECT,"",Disaster Risk Reduction,Yes,0.833987653255463
2017002523,AC_261_Health emergency information and risk assessment_74010,AC_261_HEALTH EMERGENCY INFORMATION AND RISK ASSESSMENT_74010,Health emergency information and risk assessment,Multi-hazard response preparedness,Yes,0.83396053314209
2017000787,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Djibouti - Djibouti: Dept. ID- 51300 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.833935558795929
2017001965,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Mauritania - Nouakchott: Dept. ID- 42700 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.833811223506928
2017_TCP_0337,Establecimiento e institucionalización de un sistema de formación de capacidades en resiliencia para los territorios de Centroamérica y República Dominicana en el marco de las políticas y estrategias del CAC,ESTABLECIMIENTO E INSTITUCIONALIZACIÓN DE UN SISTEMA DE FORMACIÓN DE CAPACIDADES EN RESILIENCIA PARA LOS TERRITORIOS DE CENTROAMÉRICA Y REPÚBLICA DOMI,Contribuir al mejoramiento de la Resiliencia de los medios de vida de las familias frente a las amenazas y las emergencias en America Central,Multi-hazard response preparedness,Yes,0.833333790302277
2017002411,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Nigeria - Abuja: Dept. ID- 43200 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.833140134811401
2017002410,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Nigeria - Abuja: Dept. ID- 43200 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.833140134811401
2017002412,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Nigeria - Abuja: Dept. ID- 43200 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.833140134811401
2017002392,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Nigeria - Abuja: Dept. ID- 43200 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.833140134811401
2017002402,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Nigeria - Abuja: Dept. ID- 43200 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.833140134811401
2017136174,Regional Program Palestinian Refugees Middle East (REPAC VII),REGIONAL PROGRAM PALESTINIAN REFUGEES MIDDLE EAST (REPAC VII),Regional Program Palestinian Refugees Middle East (REPAC VII),Multisector aid,Yes,0.833095788955689
2017000127,Assistance alimentaire aux populations déplacées du Pool,ASSISTANCE ALIMENTAIRE AUX POPULATIONS DÉPLACÉES DU POOL,Assistance alimentaire aux populations déplacées du Pool,Emergency food assistance,Yes,0.832971751689911
2017081231,(UNICEF) Provision of life-saving WASH services for South Sudanese Refugees(SSR),(UNICEF) PROVISION OF LIFE-SAVING WASH SERVICES FOR SOUTH SUDANESE REFUGEES(SSR),"Contribution to improving conditions of basic drinking water supply and of sanitation for refugees and residents in 4 regions of Sudan absorbing the influx of the refugee.(White Nile, West Kordofan, South Kordofan and South Darfur)",Education and training in water supply and sanitation,Yes,0.832950830459595
2017000700,"Associazione NAGA Organizzazione di volontariato per l'Assistenza Socio – Sanitaria e per i Diritti di Cittadini Stranieri, Rom e Sinti","ASSOCIAZIONE NAGA ORGANIZZAZIONE DI VOLONTARIATO PER L'ASSISTENZA SOCIO – SANITARIA E PER I DIRITTI DI CITTADINI STRANIERI, ROM E SINTI",Theme: Human Rights Movements & Institutions. Programme: Open Society Initiative for Europe. Description: IN or OUT. A permanent observatory on asylum seekers and refugees who are not included in the reception system.,Human rights,Yes,0.832481801509857
2017000181,Strengthening safety and security of Humanitarian workers,STRENGTHENING SAFETY AND SECURITY OF HUMANITARIAN WORKERS,Strengthening safety and security of Humanitarian workers,Relief co-ordination and support services,Yes,0.832156956195831
2017010338,The Project for Improvement of Emergency Communication System,THE PROJECT FOR IMPROVEMENT OF EMERGENCY COMMUNICATION SYSTEM,Improvement of Emergency Communication System,Multi-hazard response preparedness,Yes,0.832015633583069
2017002020,Measures to co-ordinate delivery of humanitarian aid,MEASURES TO CO-ORDINATE DELIVERY OF HUMANITARIAN AID,Mexico - Mexico City: Dept. ID- 72300 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Relief co-ordination and support services,Yes,0.831459820270538
2017000061,Providing emergency reproductive health services to population affected by Hurricane Irma,PROVIDING EMERGENCY REPRODUCTIVE HEALTH SERVICES TO POPULATION AFFECTED BY HURRICANE IRMA,Providing emergency reproductive health services to population affected by Hurricane Irma,Material relief assistance and services,Yes,0.831117689609528
2017001935,A gym for them too??,A GYM FOR THEM TOO??,Construction of a gym in Burj al Shemali refugee camp,Education facilities and training,Yes,0.831025063991547
2017002520,AC_252_Health emergency information and risk assessment_74010,AC_252_HEALTH EMERGENCY INFORMATION AND RISK ASSESSMENT_74010,Health emergency information and risk assessment,Multi-hazard response preparedness,Yes,0.830518901348114
2006009258,"",BOLIVIA URBAN INFRASTRUCTURE PROJECT,"",Disaster Risk Reduction,Yes,0.830101549625397
2017002206,Emergency Grant Aid in response to famine disaster in the Middle East and Africa regions (Through WFP),EMERGENCY GRANT AID IN RESPONSE TO FAMINE DISASTER IN THE MIDDLE EAST AND AFRICA REGIONS (THROUGH WFP),Emergency Assistance,Emergency food assistance,Yes,0.82903116941452
2017002515,AC_235_Health emergency information and risk assessment_74010,AC_235_HEALTH EMERGENCY INFORMATION AND RISK ASSESSMENT_74010,Health emergency information and risk assessment,Multi-hazard response preparedness,Yes,0.82820451259613
2017000611,Disaster prevention and preparedness,DISASTER PREVENTION AND PREPAREDNESS,China - Beijing: Dept. ID- 60800 -- Outcome 1: Increased availability and use of Sexual and Reproductive Health Services--   Output 05: SRH in Emergencies,Multi-hazard response preparedness,Yes,0.827990293502808
2017632506,Aide Alimentaire - CICR - Birmanie,AIDE ALIMENTAIRE - CICR - BIRMANIE,"Aide Alimentaire - CICR - Birmanie - Distribution semences,outils et combustibles solides pr cuisiner",Food assistance,Yes,0.827927529811859
2017002609,AC_380_Emergency operations_72050,AC_380_EMERGENCY OPERATIONS_72050,Emergency operations,Relief co-ordination and support services,Yes,0.827181816101074
